Id,SalePrice
2165,283921.0
2166,162871.31
2167,233457.02
2168,211880.0
2169,198836.39
2170,218900.02
2171,157756.6
2172,127468.28
2173,205420.6
2174,225944.78
2175,276210.25
2176,313287.94
2177,239266.47
2178,203901.64
2179,143390.64
2180,193207.84
2181,193094.08
2182,224016.9
2183,189055.84
2184,120350.47
2185,113761.72
2186,135995.06
2187,149623.38
2188,169838.28
2189,268769.2
2190,70381.59
2191,81053.625
2192,87784.49
2193,118398.07
2194,107878.42
2195,127976.29
2196,115111.164
2197,122451.98
2198,149264.94
2199,166346.4
2200,152422.89
2201,138151.62
2202,211621.86
2203,156678.28
2204,194131.33
2205,128639.375
2206,153095.97
2207,299165.72
2208,250705.95
2209,257710.97
2210,119987.2
2211,133645.56
2212,154635.56
2213,113962.81
2214,137707.58
2215,114280.55
2216,156715.4
2217,52878.266
2218,60204.613
2219,73045.26
2220,37191.58
2221,371429.97
2222,286209.47
2223,276225.97
2224,205420.98
2225,115699.73
2226,183226.5
2227,199326.73
2228,266553.12
2229,234405.78
2230,162286.48
2231,205318.81
2232,193767.72
2233,182548.48
2234,240410.67
2235,227206.64
2236,255584.56
2237,306034.6
2238,204487.34
2239,111497.34
2240,161477.72
2241,143486.77
2242,112848.195
2243,122862.99
2244,104745.61
2245,110809.234
2246,150623.64
2247,116070.6
2248,124366.98
2249,122445.88
2250,132059.17
2251,107017.22
2252,193959.53
2253,160257.28
2254,171822.55
2255,182063.97
2256,166921.19
2257,206587.27
2258,163022.38
2259,178070.62
2260,166190.6
2261,215569.16
2262,226210.66
2263,366921.62
2264,420918.97
2265,156061.16
2266,300863.25
2267,372867.25
2268,480305.75
2269,150223.27
2270,195915.89
2271,221442.14
2272,201248.95
2273,178247.05
2274,183660.34
2275,173296.94
2276,192225.62
2277,189438.17
2278,156511.73
2279,157577.6
2280,115763.516
2281,162571.44
2282,175928.97
2283,106753.1
2284,127566.805
2285,139621.69
2286,123690.17
2287,356184.7
2288,276504.22
2289,422363.5
2290,471224.16
2291,327627.7
2292,423382.16
2293,521315.4
2294,375522.78
2295,478506.34
2296,351609.84
2297,372218.56
2298,346006.8
2299,358547.34
2300,320719.84
2301,294760.56
2302,260369.95
2303,242011.22
2304,249368.42
2305,197150.16
2306,189726.69
2307,200964.55
2308,228089.33
2309,287987.12
2310,217234.66
2311,197957.53
2312,217648.14
2313,167958.14
2314,176722.5
2315,172685.5
2316,196121.48
2317,194033.89
2318,174609.22
2319,178149.48
2320,183809.53
2321,246271.23
2322,189014.4
2323,191561.4
2324,184009.92
2325,201107.98
2326,169212.88
2327,205948.12
2328,221800.27
2329,189782.12
2330,181590.95
2331,365773.3
2332,401559.34
2333,350202.6
2334,267540.75
2335,274869.0
2336,323727.44
2337,217021.86
2338,261639.31
2339,236555.78
2340,402280.06
2341,218187.67
2342,234429.6
2343,228846.92
2344,237745.17
2345,240228.12
2346,213257.19
2347,204509.53
2348,238969.23
2349,202555.22
2350,285674.9
2351,276116.03
2352,262183.6
2353,266109.4
2354,146254.42
2355,148339.9
2356,155749.05
2357,194468.48
2358,201553.5
2359,127560.67
2360,114706.08
2361,144299.22
2362,279020.88
2363,145160.22
2364,166826.75
2365,188482.9
2366,179391.77
2367,200680.25
2368,208666.23
2369,212112.53
2370,164702.94
2371,171507.94
2372,194659.58
2373,269363.66
2374,287737.2
2375,245506.77
2376,314299.97
2377,503050.5
2378,169409.3
2379,222492.0
2380,150428.31
2381,177284.58
2382,210869.16
2383,211229.27
2384,242228.73
2385,156264.9
2386,134168.14
2387,142048.2
2388,107305.99
2389,117731.63
2390,146260.25
2391,151339.06
2392,117457.19
2393,172519.38
2394,145283.25
2395,202504.81
2396,138378.67
2397,211253.38
2398,129065.71
2399,51821.07
2400,76333.18
2401,173225.56
2402,138860.92
2403,139442.78
2404,158479.53
2405,159252.78
2406,142305.66
2407,121326.25
2408,148093.0
2409,116121.11
2410,184145.17
2411,114130.5
2412,167744.55
2413,137270.56
2414,171900.0
2415,125839.1
2416,129647.53
2417,135077.94
2418,133614.6
2419,135220.27
2420,120082.52
2421,167063.77
2422,107018.164
2423,159381.42
2424,146472.03
2425,233900.62
2426,148323.6
2427,125980.77
2428,175064.31
2429,114338.24
2430,136464.11
2431,115824.43
2432,148129.34
2433,152581.9
2434,134742.44
2435,149146.94
2436,116297.38
2437,121707.36
2438,134431.77
2439,101169.38
2440,130165.49
2441,99132.84
2442,94322.79
2443,133991.16
2444,110385.13
2445,87659.64
2446,136750.39
2447,170404.58
2448,116904.81
2449,116096.15
2450,153609.72
2451,124600.74
2452,214380.78
2453,92948.7
2454,123028.16
2455,126815.83
2456,168796.73
2457,176239.58
2458,137330.11
2459,113917.95
2460,150357.83
2461,123307.6
2462,129356.13
2463,119795.36
2464,166520.4
2465,140784.97
2466,134486.4
2467,127552.164
2468,124508.78
2469,114703.06
2470,228242.22
2471,293600.97
2472,252591.72
2473,129967.39
2474,143641.33
2475,203552.78
2476,120914.68
2477,121972.27
2478,159893.92
2479,105420.5
2480,150108.12
2481,123700.67
2482,127863.8
2483,113246.18
2484,126202.88
2485,128462.195
2486,145157.22
2487,194577.45
2488,153602.11
2489,177811.48
2490,151503.02
2491,84906.4
2492,188425.34
2493,150727.42
2494,132665.44
2495,74388.56
2496,251775.84
2497,146658.72
2498,115558.586
2499,90304.836
2500,135846.06
2501,134829.1
2502,136831.45
2503,112883.22
2504,243292.1
2505,248794.17
2506,263015.1
2507,320400.34
2508,258635.5
2509,216747.14
2510,209990.56
2511,178226.06
2512,199313.61
2513,208915.56
2514,364122.94
2515,158165.11
2516,177269.22
2517,156137.14
2518,164627.75
2519,233757.58
2520,204951.31
2521,187453.5
2522,219089.38
2523,118388.586
2524,137895.28
2525,150660.02
2526,142931.1
2527,125379.04
2528,136457.11
2529,160226.88
2530,127427.61
2531,260429.44
2532,227300.81
2533,192012.67
2534,217251.67
2535,286070.56
2536,221525.45
2537,272097.84
2538,178024.44
2539,174399.94
2540,174978.66
2541,178987.7
2542,168456.2
2543,112045.6
2544,123645.836
2545,122734.664
2546,120708.41
2547,120676.43
2548,160318.7
2549,157119.7
2550,753354.6
2551,136989.98
2552,135014.86
2553,69246.36
2554,86197.64
2555,101578.68
2556,101648.58
2557,106028.14
2558,152293.84
2559,147285.58
2560,157598.52
2561,153357.75
2562,196099.45
2563,160840.94
2564,226087.52
2565,143246.69
2566,183603.03
2567,193135.42
2568,194295.3
2569,277443.75
2570,114542.086
2571,218207.55
2572,135117.7
2573,218088.77
2574,291875.0
2575,136040.47
2576,202378.25
2577,138091.89
2578,84845.62
2579,34277.65
2580,92288.03
2581,127504.58
2582,116838.36
2583,321035.47
2584,188881.14
2585,188178.88
2586,208414.33
2587,189550.55
2588,167649.52
2589,152368.16
2590,204064.2
2591,215403.92
2592,206298.89
2593,249484.27
2594,177527.92
2595,212938.16
2596,279393.78
2597,203745.48
2598,287329.12
2599,357776.9
2600,190796.8
2601,165923.78
2602,78814.65
2603,92444.74
2604,84756.445
2605,73168.586
2606,155253.08
2607,205448.66
2608,197689.22
2609,177082.7
2610,107407.92
2611,251365.14
2612,169719.0
2613,137477.28
2614,132769.88
2615,150611.48
2616,146651.05
2617,180455.06
2618,180456.38
2619,192170.83
2620,182284.66
2621,179969.69
2622,179310.4
2623,244136.3
2624,278949.22
2625,302554.75
2626,175561.66
2627,177033.05
2628,530894.06
2629,530282.94
2630,361590.8
2631,485189.1
2632,432202.53
2633,294511.47
2634,415135.6
2635,160425.92
2636,169444.92
2637,191627.45
2638,259518.58
2639,199747.47
2640,162778.03
2641,105962.56
2642,181295.95
2643,102519.55
2644,113951.914
2645,105662.7
2646,93122.875
2647,103668.73
2648,151855.86
2649,154103.28
2650,133738.19
2651,147586.23
2652,387903.53
2653,260832.48
2654,261407.7
2655,445487.2
2656,329026.06
2657,338238.3
2658,337155.5
2659,337302.62
2660,339059.8
2661,405748.06
2662,361088.12
2663,290494.53
2664,279783.22
2665,317250.0
2666,273218.94
2667,177161.89
2668,175862.08
2669,185322.22
2670,299504.28
2671,181447.5
2672,193725.97
2673,207934.16
2674,203870.64
2675,178829.58
2676,181027.73
2677,192206.38
2678,229172.14
2679,268728.16
2680,290867.75
2681,413767.88
2682,304463.06
2683,465861.34
2684,306708.56
2685,324224.56
2686,272182.12
2687,304809.62
2688,224749.44
2689,208123.48
2690,394552.6
2691,193055.5
2692,145919.78
2693,201778.64
2694,133842.72
2695,191097.73
2696,181669.47
2697,186895.6
2698,212088.69
2699,179919.81
2700,146757.78
2701,146178.34
2702,103716.49
2703,111652.945
2704,156767.22
2705,110004.42
2706,102334.33
2707,137695.8
2708,132379.53
2709,123535.24
2710,133309.66
2711,321358.8
2712,429524.7
2713,161476.55
2714,152088.64
2715,167293.98
2716,141685.03
2717,186231.67
2718,209350.08
2719,183874.55
2720,165119.53
2721,137448.97
2722,162088.61
2723,138730.33
2724,132432.38
2725,135034.45
2726,149027.81
2727,162417.53
2728,169218.2
2729,159929.4
2730,147787.4
2731,133982.78
2732,127389.414
2733,165145.22
2734,145459.06
2735,136713.66
2736,142515.12
2737,121490.84
2738,130844.85
2739,154878.27
2740,141046.27
2741,141761.53
2742,159201.89
2743,161266.17
2744,159676.36
2745,138337.53
2746,142733.84
2747,138570.11
2748,119473.266
2749,134565.39
2750,122834.37
2751,143832.03
2752,186438.17
2753,144064.17
2754,268093.25
2755,137626.4
2756,100551.17
2757,72179.42
2758,85204.52
2759,173436.38
2760,152209.47
2761,146296.38
2762,141325.1
2763,175967.72
2764,138983.94
2765,257951.75
2766,143459.97
2767,84953.44
2768,132166.48
2769,135234.62
2770,130889.63
2771,100530.16
2772,113208.25
2773,185759.6
2774,150164.03
2775,106550.195
2776,138300.97
2777,149483.94
2778,126213.01
2779,137578.08
2780,97150.19
2781,107142.1
2782,110149.51
2783,110580.266
2784,117865.15
2785,138548.97
2786,65780.89
2787,133643.62
2788,76827.51
2789,172822.02
2790,106674.27
2791,122719.94
2792,83886.055
2793,135623.03
2794,117391.64
2795,116400.055
2796,113593.195
2797,222278.48
2798,94313.516
2799,102161.77
2800,61357.06
2801,118079.375
2802,142684.16
2803,161633.4
2804,133207.81
2805,100207.66
2806,84270.336
2807,263768.66
2808,156077.83
2809,131148.3
2810,126437.125
2811,178661.73
2812,179881.67
2813,157434.5
2814,159079.58
2815,88178.64
2816,219035.38
2817,159274.1
2818,131181.67
2819,165111.9
2820,138293.8
2821,84448.945
2822,168971.11
2823,334375.75
2824,180378.92
2825,147835.84
2826,132397.92
2827,129962.484
2828,251592.7
2829,213554.94
2830,222875.67
2831,173279.73
2832,253467.75
2833,297246.22
2834,250881.5
2835,216167.0
2836,187428.44
2837,199694.89
2838,149519.19
2839,192017.47
2840,203247.38
2841,194710.53
2842,220310.84
2843,151620.53
2844,163157.48
2845,128501.04
2846,199285.28
2847,217447.78
2848,206569.84
2849,204977.4
2850,272231.34
2851,207245.31
2852,234534.3
2853,226369.16
2854,137176.11
2855,201811.56
2856,192843.95
2857,182349.1
2858,189768.6
2859,99129.17
2860,135646.7
2861,125989.24
2862,200104.8
2863,134252.11
2864,243962.4
2865,144117.17
2866,132871.05
2867,103381.35
2868,113722.72
2869,98082.44
2870,119647.055
2871,80318.016
2872,44766.594
2873,92522.99
2874,141888.56
2875,115919.57
2876,162310.95
2877,149125.4
2878,173757.62
2879,158138.14
2880,104223.76
2881,160790.64
2882,208885.39
2883,324785.16
2884,194741.95
2885,184436.34
2886,271593.72
2887,150004.69
2888,144495.53
2889,63834.11
2890,83186.85
2891,160892.4
2892,20975.193
2893,60640.535
2894,28961.205
2895,366677.44
2896,272400.56
2897,195622.38
2898,137810.72
2899,204888.95
2900,164656.64
2901,343509.0
2902,200538.75
2903,326028.44
2904,354329.44
2905,48758.246
2906,178211.34
2907,108976.055
2908,139712.9
2909,136285.6
2910,75124.266
2911,74678.375
2912,170850.4
2913,86622.59
2914,70252.48
2915,83424.305
2916,85117.59
2917,181504.14
2918,130044.08
2919,211707.14
